,Id,Sentiment,Instagram Comment Text,label,clean_teks
196,197,negative,"wey org goblok juga bisa bedain vape, shisha sm rokok. jelas jelas lo ngerokok pake acara ga ngaku segala",-1,wey org goblok bedain vape shisha rokok lo ngerokok pake acara ngaku
197,198,negative,Jijik saya liatnya...kaya ulet bulu kluget2 gitu...hihihi..ampe sgitunya pengen terkenal...!!,-1,jijik liat kaya ulet bulu kluget gitu hihihi ampe sgitunya ken kenal
198,199,negative,Jablay anjir mukanya... Murahan bangetttt najisss,-1,jablay anjir muka murah bangetttt najisss
199,200,negative," <USERNAME>.alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg ",-1,alycia iya sist jijik banget gw liat sok suci ngatain orang kalo gw sih malu artis papan otak fikir kalo ngomong tau bngt gada wibawa kalo emang nyadar tau komentar manusia gada
200,201,positive,yang sabar yaa.. insya Allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,1,sabar yaa insya allah buka pintu syurga halang api neraka orang tua
201,202,positive,Lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata.... jadi rasanya mbak tata bener2 sayang get sama suaminya... syukur kalau baikan.... semoga awet...,1,lagu mbak tata kisah nyata rumah tangga mbak tata mbak tata bener sayang get suami syukur moga awet
202,203,positive,"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila ??????",1,komen si mbak sedih ketawa iya klo dah sakit pasang smpe larut ngapain sih sedih ampe depresi serahin allah bawa happy mski sakit si mba senyum wajah hati tau senyum bs menetralisir kondisi hati lg puruk pepatah bilang klo bahagia jgn trllu bahagia klo sedih jgn trllu sedih imbang biar gila
203,204,positive,"Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin",1,suka banget pasang moga gigi raffi keluarga sakinnah mawaddah warrahmah moga pisah jodoh maut pisah amiin
204,205,positive,"Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik",1,jemima anak angkat celine eleeya anak hubung celine dirly haru tau jemima anak panti asuh rawat wajar stefen pilih celine karna hati
205,206,positive,Lucu yg blg stefan menghabiskn masa muda wkwk.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dlu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi,1,lucu blg stefan menghabiskn muda wkwk umur muda muka baby face syukur bonus celinenya dlu mantan begimane umur ude pacran mcam laki bini hiks lepas tu deh susah ambil putus kaya stefan tipical cowo tnggung jwabnya
206,207,positive,Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah,1,bawa keenan raisa udah bahagia ngedapetin suami super ngemong mature kaya hamish raisa dewasa banding wanita umur mikirin gue raisa hamish untung pasang suami istri gagal move on so congratz raisa hamish moga nikah sakinah mawadah warahmah
207,208,positive,"Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,",1,raisa cantik yaaa artis tonjol kalo nikah mewah udah cantik sederhana sempurna bgt
208,209,positive,"Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2",1,karna orang syudah cantik dandan heboh utk lihat cantik makeup simple gitu pesona bikin hamish klepek
209,210,positive,Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,1,bagus cari ilmu suami orang didik
210,211,positive,Sukak cewe cantik dan kmauan blajarnya tinggi ???,1,sukak cewe cantik kmauan blajarnya
211,212,positive,"Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",1,yaampun artis bener bener good attitude layak panutan kuliah negri karna bakti suami pilih kuliah wilayah suami salut banget
212,213,positive,"Semangat batman  <USERNAME> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????",1,semangat batman va support karna manusia salah tolong bahas pliis karna udah
213,214,positive, <USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,1,y udh salam knl y mbk neng knl mbk sbagai manusia ingetin y sbagai manusia hrs tau jgn sombong digedein mentang dah artis haha y udh mbk cabut ja y dri komen d foto ni nnt korban dy sel
214,215,positive,"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??",1,keren yaaa sederhana pancar sukak keluarga presiden
215,216,positive,"Seorang presiden tanpa embel"" gelar .. bangga sekali",1,orang presiden embel gelar bangga
216,217,positive,Proud of you Indonesia. God bless Indonesia,1,proud of you indonesia god bless indonesia
217,218,positive,Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????,1,amazing bngt miss national costume kereenn bangga ama budaya indonesia
218,219,positive,Ikut bangga pastinya ??,1,bangga
219,220,positive,PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,1,proud of you kak dea patut bangga
220,221,positive,Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut,1,suka bgt pidatox dy pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan salut
221,222,positive,aku percaya kak niki orangnya jujur semangat kak niki???? hebat,1,percaya kak nik orang jujur semangat kak nik hebat
222,223,positive," <USERNAME>.m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di dpan, sok baik, sok teraniaya n jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial",1,m mba gua benci nikmir salut ama muna artis maaf image dpan sok sok aniaya n jual air mata nikita real sygnya msyarakat cendrung lihat superfisial
223,224,positive,cantik alami tanpa perlu bedak tebel dan gaya bak tante2,1,cantik alami bedak tebel gaya bak tante
224,225,positive,Cantik dan gagah mudahan lancar dampe hari h,1,cantik gagah mudah lancar dampe h
225,226,positive,"Cantik yang ini dong,penampilannya dewasa yang sesuai. Mukanya cantik Indonesia,classy. Ayu ayu gimana gitu.",1,cantik tampil dewasa sesuai muka cantik indonesia classy ayu ayu gimana gitu
226,227,positive,"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin",1,lcb cantikk lcb untung dapet duren duren beuntung dpt neng lcb sakina mawaddah warahmah
227,228,positive,"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni",1,ganteng seragam ganteng panutan keluarga moga anak milik fisik elok mahluk allah ni
228,229,positive,"Beruntung banget deh mba  <USERNAME> dapet mas  <USERNAME>. Ganteng,baik,sholeh,sayang keluarga.ini suami idaman banget.semoga selalu menjadi keluarga yang SAMAWA",1,untung banget deh mba dapet mas ganteng sholeh sayang keluarga suami idam banget moga keluarga samawa
229,230,positive,Smoga mas Agus menjadi pemimpin di masa akan datang.salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga,1,smoga mas agus pimpin salah pimpin sukses sukses dlm pimpin dlm rumah tangga
230,231,positive,"Dear...Bpk  <USERNAME> cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk  <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dri saya yg selalu mengagumi bpk :-)",1,dear bpk cra berpakain bpk cermin pribadi bpk sngt lembut tpi gagah moga bpk kel dlm lindung allah swt salam hormat dri kagum bpk -
231,232,positive,"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin...",1,sukses kak ayu moga senantiasa naung allah swt sehat
232,233,positive,"Smg selalu di berikan kesehatan dan panjang umur yah nek ,muda banget cantik dan MashaAllahhh",1,smg ikan sehat umur yah nek muda banget cantik mashaallahhh
233,234,positive,Terimakasih Ibu  <USERNAME> serta seluruh keluarga telah memilih Plataran Darmawangsa sebagai tempat acara keluarga Besar. Saya selaku bagian staff di Plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan Ibu dan keluarga di lain waktu. Sehat selalu Ibu dan keluarga. Amin amin ya rabbi,1,terimakasih keluarga pilih plataran darmawangsa acara keluarga staff plataran darmawangsa kes tunggu keluarga sehat keluarga rabbi
234,235,positive,"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????",1,salam dirgantara terima kasih dukung sebar awareness kait program pesawat r moga momen emas titik bangkit industri pesawat terbang indonesia jaya eyang habibie yuk langkah terbang pesawat r langsung klik link bio yaaa
235,236,positive,"Semangat ya eyang habibie, sehat selalu, selalu dlm lindungan Allah, ambisinya selalu kuat dlm melakukan segala hal. Kereeeennnnn. Semoga bnyk penurus2 bangsa sprti eyang Habibie ????????????????????????",1,semangat eyang habibie sehat dlm lindung allah ambisi kuat dlm laku kereeeennnnn moga bnyk turus bangsa sprti eyang habibie
236,237,positive,"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa...",1,milik cucu rupa kebahagian nilai cucu sbg generasi bangsa
237,238,positive,Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersmaa keluarga ??????,1,wahhh kerenn bagus nostalgia bersmaa keluarga
238,239,positive,Cantik dan ganteng-ganteng. Sehat selalu untuk mereka dan Bu Ani Sekeluarga ????,1,cantik ganteng sehat bu ani keluarga
239,240,positive,Barakallah dengan cucu2 yg cantik dan ganteng ... semoga menjadi anak yg sholeh dan sholeha ... menjadi kebanggaan kelg...????,1,barakallah cucu cantik ganteng moga anak sholeh sholeha bangga kelg
240,241,positive,Bu  <USERNAME>...cucu bikin hati kita gembira...ngangeni...kadang kangen sama keceriaan mereka...salam kangen buat cucu2 tercinta,1,bu cucu bikin hati gembira ngangeni kadang kangen ceria salam kangen cucu cinta
241,242,positive,"Yang kecil lucu, yang tengah ganteng parah, yang gede pinternya ga ketulungan, salam hormat saya bu, pak",1,lucu ganteng parah gede pinternya ketulungan salam hormat bu
242,243,positive,Terima kasih pak SBY & ibu Ani yg selalu menemani beliau..& sudah memberikan Kontribusinya yg sangat Luar biasa kepada Indonesia selama 10 tahun memimpin..semoga selalu bahagia & sehat selalu..amin,1,terima kasih sby ani tani beliau kontribusi indonesia pimpin moga bahagia sehat
243,244,positive,Setiap caption yang di buat ibu..dan setiap kali saya membaca captionnya secara tidak langsung saya belajar bahasa Inggris ... Terima kasih ibu... Secara personal saya tdk mengenal ibu Anie tp saya yakin betapa bangganya Anak Cucumu bisa kamu didik ibu menjadi generasi bangsa yang mandiri dan unggul ... Sehat terus ibu .. Semoga Cinta Kasih dalam Keluarga selalu engkau tebarkan untuk mereka ...,1,caption kali baca captionnya langsung ajar bahasa inggris terima kasih personal tdk kenal anie betapa bangga anak cucu didik generasi bangsa mandiri unggul sehat moga cinta kasih keluarga engkau tebar
244,245,positive,"Assalamualaikum ibu yang terhormat. salam dari kami sekeluarga di banda Aceh. kami semua sangat membanggakan keluarga ibu yang sangat membahagiakan kami bila melihat nya. sikap etika perilaku keluarga ibu sungguh sangat bijaksana apalagi mas agus, ibu.. suami saya terlebih lagi sangat yakin pada saat bapak mencalonkan diri jadi presiden dulu beliau sangat bangga pada bapak salam hangat dan perkenalan dari keluarga kami ya bu (Darmanto Rapi photo studio)",1,assalamualaikum hormat salam keluarga banda aceh bangga keluarga bahagia lihat sikap etika perilaku keluarga sungguh bijaksana mas agus suami calon presiden beliau bangga salam hangat kenal keluarga bu darmanto rapi photo studio
245,246,positive,"senang liat ibu n bpk sby menikmati hari tua brsama cucu tercinta ,, sehat trs ya memo n pepo ,,, Allah SWT melindungi memo n pepo n kel #kisss",1,senang liat n bpk sby nikmat tua brsama cucu cinta sehat trs memo n pepo allah swt lindung memo n pepo n kel kisss
246,247,positive,Semangat mebangun indonesia yg lebih maju pak jokowi ????,1,semangat mebangun indonesia maju jokowi
247,248,positive,"Artis berkualitas, wajahnya itulohhh berkualitas bgt hihi.. Cantik bangetsss.. Top deh.. Ga pake drama dan gimick idupnya hihi.. Tajir tp. Sederhana",1,artis kualitas wajah itulohhh kualitas bgt hihi cantik bangetsss top deh pake drama gimick idupnya hihi tajir sederhana
248,249,positive,Mba via sptnya siyok melihat kejamnya dunia per artis an... mudah2an tetep sabar tetep berkarya dg baik... ????,1,mba via sptnya siyok lihat kejam dunia artis an mudah tetep sabar tetep karya dg
249,250,positive,"Selalu suka sama via,org nya jujur apa adanya kaga gimmick2an hidupnya..hitam ya hitam,putih ya putih..kl ngomong blak2an,kl ngga suka dy ngomong jd ga pura2(gw banget sih),apa adanya ga munafik..sprti ajaran ortu gw..jangan suka memberi senyum kepalsuan????ga kaya artis yg onoh noh yg mulutnya lebar kya gorong2,tukang ngibul,munfik bgt kl ditanya wartawan jg jawabnya,perilaku ama omongan ga balance????",1,suka via org jujur kaga gimmickan hidup hitam hitam putih putih kl ngomong blakan kl ngga suka dy ngomong pura gw banget sih munafik sprti ajar ortu gw suka senyum palsu kaya artis onoh noh mulut lebar kya gorong tukang ngibul munfik bgt kl wartawan perilaku ama omong balance
250,251,positive,"Go a head Via...... Cuekin ajalah, udah biasa itu dalam pergaulan dunia kerja dan masyarakat biasa, apalagi pergaulan ertong. Pastilah ada yg gatel bin sirik klo liat orang sukses, anggep aja kuman gak usah dibikin status, malah kesenengan mereka ada bahan buat ngetawain. Betul nggak?? ??????",1,go a head via cuekin udah gaul dunia kerja masyarakat gaul ertong gatel bin sirik klo liat orang sukses anggep kuman bikin status neng bahan ngetawain nggak
251,252,positive,Gagah kali abang borisq ini.. Klo gk bc nmx bner2 gk ngeh klo it bang boris...??,1,gagah kali abang borisq klo gk bc nmx bner gk ngeh klo it bang bor
252,253,positive,Weewww bangga kali ak liatnya bang  <USERNAME> pake baju adat karo.... Syip,1,weewww bangga kali ak liat bang pake baju adat karo syip
253,254,positive,Bagus banget baju dan pengantinya happy weding,1,bagus banget baju anti happy weding
254,255,positive,MasyaAllah . bagus banget ..,1,masyaallah bagus banget
255,256,positive,Gileee suaraaanyaa.. kereen parah.. sukak,1,gileee suaraaanyaa kereen parah sukak
256,257,positive,Lebih keren dr penyanyi aslinya,1,keren dr nyanyi asli
257,258,positive,Kereeeeeeeeeeeeeeennn sampe merinding brrrrr,1,kereeeeeeeeeeeeeeennn sampe merinding brrrrr
258,259,positive,Yatuhan suaranyaaaaaaa bagus bangetttttttt,1,yatuhan suaranyaaaaaaa bagus bangetttttttt
259,260,positive,"Keren suaranya super merdu. Coba ikut audisi nyanyi, pasti bakatnya bs tersalurkan",1,keren suara super merdu coba audisi nyanyi bakat bs salur
260,261,positive,Bagus drpd beberapa artis yg modal tampang doang pdhl suara juga jelek. Mendingan mas ini yg nyanyi. Emg dasar nasib org yak gk ada yg tau. Semoga masnya bisa sukses,1,bagus drpd artis modal tampang doang pdhl suara jelek mending mas nyanyi emg dasar nasib org yak gk tau moga mas sukses
261,262,positive,"Dgrin ini sampe bulu kuduk naik saking bgusnya, masyaallah apik bgt suaranya",1,dgrin sampe bulu kuduk saking bgusnya masyaallah apik bgt suara
262,263,positive,Subhanallah tergetar hati dengar suara nya,1,subhanallah getar hati dengar suara
263,264,positive,Masa allah suaranya bagus banget cantik lagi orangnya idaman semua cowo,1,allah suara bagus banget cantik orang idam cowo
264,265,positive,"Bagusss suaranya, penampilannya juga sesuai anak sekolahan, natural dan sesuai dengan usia nya",1,bagusss suara tampil sesuai anak sekolah natural sesuai usia
265,266,positive,Kerennnn suaranya bagus,1,kerennnn suara bagus
266,267,positive,"Cantik, polos, apa adanya tapi keliatan berbakat. Semoga kalau udah tenar gek jadi selebgram, kalian ga kaya2 si mba Novilda ya dek yg kehilangan arah. Tetaplah begini,jangan cepat tumbuh dewasa dan terus asahlah bakat kalian, Allah bless you both.",1,cantik polos liat bakat moga udah tenar gek selebgram kaya si mba novilda dek hilang arah cepat tumbuh dewasa asah bakat allah bless you both
267,268,positive,"Bagus iniii, ga kaya yg pingin terkenal, rambut di alus2in dlu. Muka di makeup dl. Biar dikamera keren hahaha. Kl mereka bnr bnr keliatan lg lelahnya abis pulang sekolah ????",1,bagus iniii kaya pingin kenal rambut alusin dlu muka makeup dl biar kamera keren hahaha kl bnr bnr liat lg lelah abis pulang sekolah
268,269,positive,Di ulang berkali kali sampet gak percaya klo ini suara aslinya. Bagus bgt ??,1,ulang kali kali sampet percaya klo suara asli bagus bgt
269,270,positive,Alhamdulillah masih ada kidz zaman niw yg berkarya sewajar seumurannya bukan yg sok gede,1,alhamdulillah kidz zaman niw karya wajar umur sok gede
270,271,positive,aduhh kerennnn suaranya enak . nge jazz2 gimanaa gtu . muka mah belakangan aja . ntr klo udh tenar juga muka mengikuti hahahahahaha . skill dlu nomer 1 . ini batu abege jaman now ????????,1,aduhh kerennnn suara enak nge jazz gimanaa gtu muka ntr klo udh tenar muka hahahahahaha skill dlu nomer batu abege jaman now
271,272,positive,Kereeen nih...enak bgt didengernya...gak bosen puter ulang2...daripada yg lipsing2 gajelas joget2 gtu...,1,kereeen nih enak bgt didengernya bosen puter ulang lipsing gajelas joget gtu
272,273,positive,waduuhhh...Kereeen bangeeet dedek2 emeesh,1,waduuhhh kereeen bangeeet dedek emeesh
273,274,positive,Klo aku sih yes bingits...coba ya seandaix anak2 buat video sprt gini atau video kreativ lainnya kan bagus dripda buat video mesum..atau ngelem dll yg berbau negativ bikin dosa dan maluin ortu dan diri sendiri,1,klo sih yes bingits coba seandaix anak video sprt gin video kreativ bagus dripda video mesum ngelem dll bau negativ bikin dosa maluin ortu
274,275,positive,Bagussss + dandannya natural ga banyak permak kayak anak jaman now lainnya ????????????,1,bagussss dandan natural permak kayak anak jaman now
275,276,positive,Kereeeeennnn padahal nyanyinya santai banget ????????????,1,kereeeeennnn nyanyi santai banget
276,277,positive,Polossss...keren....ga neko2 kayaknya...jossss,1,polossss keren neko kayak jossss
277,278,positive,Yesssssss !!!!! Bagus bgt !!! ?????? Kids jaman now yg begini yg diksh jempolllll ????????,1,yesssssss bagus bgt kids jaman now diksh jempolllll
278,279,positive,Wajah2 anak skul bgt yaakk mase alami bgt suka liatnya ???? lagu ma suara keren palg yg pake bando suaranya mantap ??????,1,wajah anak skul bgt yaakk mase alami bgt suka liat lagu ma suara keren palg pake bando suara mantap
279,280,positive,Keren suaranya dasarnya cantik tinggal di poles dikit bersinar??????,1,keren suara dasar cantik tinggal poles dikit sinar
280,281,positive,"Pembagian suaranya pas bnget,pecah suaranya jg cakep",1,suara pas bnget pecah suara cakep
281,282,positive,keren bgt suaranya.tinggal dipermak aja biar tmbh cantik.viralkann....,1,keren bgt suara tinggal permak biar tmbh cantik viralkann
282,283,positive,Kereeeennnnnn... suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa..,1,kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa
283,284,positive,"Yes yes yes..kirain lypsinc habisnya mirip sih suaranya,eh pas dua2nya nyanyi bareng baru ngeh asli..kereennn",1,yes yes yes kirain lypsinc habis sih suara eh pas nyanyi bareng ngeh asli kereennn
284,285,positive,Keren yg penting punya bakat dulu ntar jg klo udah jd artis banyak duit mukanya bisa cemerlang,1,keren bakat ntar klo udah artis duit muka cemerlang
285,286,positive,Keren min orang2 yg berbakat kaya gini yg harus di up ke publik????????,1,keren min orang bakat kaya gin up publik
286,287,positive,Kereeen bgt suaranya. Nah kyk gini dong kids jaman now...??,1,kereeen bgt suara kyk gin kids jaman now
287,288,positive,mrinding... bagus poll... d jaga ya dek kepolosannya... ???? jng smpek kyk si aw2 dkk.. ??????,1,mrinding bagus poll d jaga dek polos jng smpek kyk si aw dkk
288,289,positive,"Kereenn sumpaah,, kebangetan bagusnya..??",1,kereenn sumpaah banget bagus
289,290,positive,Ya ampun lakikny ganteng. Rini nya juga cantik. Mungil pula skrg.,1,ampun lakikny ganteng rini cantik mungil skrg
290,291,positive,"Suaminya swett... keliatannya syg bgt ma istrinya, ganteng lagi... Haaaaaaa ?? so swett lah... Smg langgeng slluÖ",1,suami swett liat syg bgt ma istri ganteng haaaaaaa so swett smg langgeng sllu
291,292,positive,"Wah Mbak Rini hamil ya ?? Selamat ya mbak semoga kandungannya sehat"" aja & juga mbak rininya , makin bahagia di hamil yang pertama , dan semoga lancar di proses persalinannya nanti ????",1,mbak rini hamil selamat mbak moga kandung sehat mbak rini bahagia hamil moga lancar proses salin
292,293,positive,"Kasian anaknya,, jgn sampek anaknya rusak jugak kek emaknya yaa",1,kasi anak jgn sampek anak rusak jugak kek emaknya yaa
293,294,positive,Kalo pasangan cantik + ganteng suka deh liatnya?,1,kalo pasang cantik ganteng suka deh liat
294,295,positive,"Wah akhirnya hamil lagi juga. Selamat ya mbak Sandra semoga kehamilannya makin sehat"" saja , makin fit dan semoga lancar di prosesi persalinannya nanti. Wah udah jadi calon ibu nih",1,hamil selamat mbak sandra moga hamil sehat fit moga lancar prosesi salin udah calon nih
295,296,positive,ikutan happy....sukakkk bgt sm nih couple...salah satu pasangan sempurna menurut gw,1,happy sukakkk bgt nih couple salah pasang sempurna gw
296,297,positive,"Pernah lihat di infotainment sebelum nikah, wkt ditanya persiapannya jelang pernikahan, sandra dewi bilang klo dia sama calon suaminya pengen banget cepat punya anak nanti hbs menikah, krn mereka suka anak kecil, bahkan mereka sdh prepare program2 yg akan mereka lakukan klo dlm wkt dekat blm dikasih anak, but finally...congrats...semoga lancar dan sehat trs sampe lahiran ??????",1,lihat infotainment nikah wkt jelang nikah sandra dewi bilang klo calon suami ken banget cepat anak hbs meni krn suka anak sdh prepare program laku klo dlm wkt blm kasih anak but finally congrats moga lancar sehat trs sampe lahir
297,298,positive,Keluarga ter-humble ter-sempurna ter-sederhana dan engga pernah sok terlihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain ??????????,1,keluarga ter-humble ter-sempurna ter-sederhana engga sok lihat kaya pnah manja pake pesawat jet pribadi kayak
298,299,positive,"Bunda maia cantik semoga slalu sukses, sehat trs ya cantik wajahnya secantik hatinya",1,bunda maia cantik moga slalu sukses sehat trs cantik wajah cantik hati
299,300,positive,"Artis yg gue kaguminn.. Nikah muda, ga neko2, syg keluarga syg suami,, mengutamakan anak2.. Ga puyeng ama dunia hiburan dan ke artisann.. Padahal tajirrr mampuss.. Plus ga alayy dan ga aneh2.. Salutt ama niaa.. Smiga slalu samawa.. Yaa nia and famzz???????????????????????????????",1,artis gue kaguminn nikah muda neko syg keluarga syg suami utama anak puyeng ama dunia hibur artisann tajirrr mampuss plus alayy aneh salutt ama niaa smiga slalu samawa yaa nia and famzz
300,301,positive," <USERNAME> iya aku sih jujur bukan fans Nia, biasa aja sama dia, pas dia tenar banget sama sinteronnya juga aku biasa aja. Tapi makin ke sini kalau soal urusan keluarga, aku salut ama dia. Dia kan masih muda ya itungannya, sama aku cuma beda 2-3 t",1,iya sih jujur fans nia pas tenar banget sinteronnya urus keluarga salut ama muda itungannya beda t
301,302,positive,Smnjk hbs nikah auranya keluarr bgt. Suaminya jg kliatan syg dan nia nya kliatan baik gt tulusss.. sukak deh liatnya.,1,smnjk hbs nikah aura keluarr bgt suami kliatan syg nia kliatan gt tulusss sukak deh liat
302,303,positive,Mngkin s mba nya marah2 krna ad kata2 yg ga enk dr yg komen..wajar lah kl dia marah..toh it kan cuma foto biasa aj.. Ko jadi malah mba nya yg d bully..sampe bawa2 fisik sgala.. Kan ga bgus.. Pinter2 lah kita mnyikapi medsos.. ????,1,mngkin s mba marah krna ad enk dr komen wajar kl marah it foto aj ko mba d bully sampe bawa fisik sgala bgus pinter mnyikapi medsos
303,304,positive,Cantik banget yak.. Punya anak cewe begini puyeng kali yak jagain nya ??????,1,cantik banget yak anak cewe puyeng kali yak jagain
304,305,positive," <USERNAME> iya betul mba. Ariel gak ganteng. Tapi ariel punya kharisma yg menarik. Udah tua pun skrang agak keriput wajahnya ttp aja kharisma nya sebagai lelaki keliatan lebih terpancar. Buktinya mama, dan tante saya makin tergila2 sama ariel dan sa",1,iya mba ariel ganteng ariel kharisma tarik udah tua skrang keriput wajah ttp kharisma lelaki liat pancar bukti mama tante gila ariel sa
305,306,positive,"Jadi manusia Saling menghargailah, kalo tulisan yg ditulis itu tidak berguna bahkan menyakiti hati orang lain. Ya sebaiknya tidak usah tulis. Pergunakan sosmed dengan smart ya guys!!",1,manusia harga kalo tulis tulis sakit hati orang tulis sosmed smart guys
306,307,positive,entah kenapa kalo liat  <USERNAME> bergaya apapun ttp kliatan bagus... suka sama lgu nya.. sukses trus kak,1,kalo liat gaya ttp kliatan bagus suka lgu sukses trus kak
307,308,positive,banyak bangat emasnya.jadi salpok diemasnya.tp sumpah lagunya dan music nya keren bngat.apalagi konsep mv nya ia ambil handel.kan keren menurut saya.kalo denada taro kutang diluar itu krn masih minim perestasi.tp kalo agnes itu hal wajar.prestasi dan dunia fashion kalo artis indonesia ia selalu unggul.krn ia berani meski gak cocok ia pake,1,bangat emas salpok emas sumpah lagu music keren bngat konsep mv ambil handel keren kalo denada taro kutang krn minim perestasi kalo agnes wajar prestasi dunia fashion kalo artis indonesia unggul krn berani cocok pake
308,309,positive,"Coba deh yang pada kritik2 itu bikin karya sendiri, siapa tau lebih bagus dari yang mereka kritik",1,coba deh kritik bikin karya tau bagus kritik
309,310,positive,"Pada protes kenapa sih??yang protes itu coba usaha deh..Jangan kira usaha dia pendek ya!!.Butuh waktu lama dia agar bisa go international.Jangan cuma protes,klau pengen yang kalian inginkan ya kaliam sendiri dengan cara sendiri agar kalian bisa go international",1,protes sih protes coba usaha deh usaha pendek butuh go international protes klau ken kaliam go international
310,311,positive,"Keren, ga suka ma agnes, tp suka ma lagu ini, n jd suka jg ma y nyanyi, santai lagunya tp asyik",1,keren suka ma agnes suka ma lagu n suka ma y nyanyi santai lagu asyik
311,312,positive,"Bandingin lagu Go Internasional yang paling ngena di gue ini seru enak didenger....... Tapi tumben agnes gak memberikan bumbu Indonesianya kaya ada Batik"" gtu atau apa..",1,bandingin lagu go internasional ngena gue seru enak didenger tumben agnes bumbu indonesia kaya batik gtu
